"carat","cut","color","clarity","depth","table","price","x","y","z"
"0.39","Fair","E","SI1","65.6","60.0","601","4.5","4.56","2.97"
"0.36","Premium","F","VS2","62.0","59.0","629","4.51","4.56","2.81"
"0.76","Premium","H","SI1","59.8","57.0","2227","5.93","5.91","3.54"
"0.6","Ideal","D","VVS1","62.5","55.0","4209","5.42","5.4","3.38"
"2.06","Premium","J","I1","61.2","58.0","5203","8.1","8.07","4.95"
"1.27","Ideal","G","VS2","62.0","58.0","8915","6.89","6.95","4.29"
"0.31","Ideal","E","VS2","62.0","55.0","872","4.37","4.34","2.7"
"1.59","Ideal","I","SI1","62.4","56.0","10106","7.48","7.46","4.66"
"0.73","Ideal","J","VS2","62.8","55.0","2054","5.69","5.72","3.58"
"0.31","Ideal","E","VVS1","62.4","56.0","801","4.35","4.37","2.72"
"0.51","Ideal","E","VVS2","62.5","57.0","2301","5.06","5.12","3.18"
"0.31","Very Good","I","VS1","63.2","56.0","628","4.33","4.28","2.72"
"0.25","Very Good","E","VVS2","62.7","59.0","575","4.01","4.03","2.52"
"0.66","Good","G","VS1","59.6","60.2","2275","5.66","5.71","3.38"
"0.43","Ideal","G","SI1","61.7","55.0","818","4.89","4.87","3.01"
"0.45","Good","H","VVS1","56.8","64.0","1240","5.08","4.99","2.86"
"1.09","Ideal","H","VS2","61.5","54.0","5732","6.64","6.65","4.09"
"0.31","Very Good","E","SI1","63.0","59.0","544","4.26","4.31","2.7"
"1.0","Premium","G","SI2","61.4","61.0","3713","6.35","6.32","3.89"
"0.59","Ideal","G","VS1","62.1","55.0","2018","5.4","5.35","3.34"
"0.31","Ideal","F","IF","61.1","55.0","901","4.41","4.43","2.7"
"2.08","Premium","I","VVS1","62.2","58.0","15654","8.22","8.18","5.1"
"0.71","Premium","F","VS2","58.0","62.0","2803","5.85","5.81","3.38"
"1.07","Very Good","I","VS2","62.5","56.0","4873","6.5","6.53","4.07"
"1.07","Premium","G","VS2","62.1","58.0","6355","6.55","6.59","4.08"
"1.01","Good","D","SI1","63.9","62.0","5147","6.31","6.25","4.01"
"0.71","Very Good","E","VS2","63.4","60.0","2450","5.71","5.67","3.61"
"0.9","Very Good","J","SI1","63.4","54.0","2834","6.17","6.14","3.9"
"0.32","Very Good","D","VS2","62.9","59.0","657","4.36","4.39","2.75"
"0.32","Premium","I","VS2","62.8","58.0","576","4.37","4.33","2.73"
"1.09","Ideal","F","VS1","60.6","57.0","8422","6.62","6.64","4.02"
"1.01","Very Good","H","SI2","63.4","57.0","3592","6.39","6.32","4.03"
"1.26","Premium","J","SI1","61.7","58.0","5207","6.99","6.91","4.29"
"0.33","Ideal","G","VS1","60.1","55.0","666","4.5","4.55","2.72"
"0.41","Very Good","F","SI1","63.0","56.0","705","4.71","4.78","2.99"
"0.53","Ideal","F","VS2","61.2","56.0","1655","5.22","5.25","3.2"
"0.38","Ideal","E","VS1","62.1","57.0","1097","4.65","4.62","2.88"
"0.62","Very Good","D","VS2","59.2","59.1","2311","5.55","5.6","3.3"
"0.33","Premium","F","SI1","59.9","61.0","705","4.47","4.44","2.67"
"0.73","Ideal","E","VS1","62.3","56.0","3370","5.75","5.8","3.6"
"0.41","Ideal","D","SI1","60.5","57.0","744","4.81","4.85","2.92"
"0.4","Very Good","J","IF","62.7","60.0","828","4.64","4.7","2.93"
"1.31","Premium","G","VS2","60.3","58.0","9296","7.13","7.1","4.29"
"0.9","Very Good","F","SI2","63.0","56.0","3368","6.09","6.16","3.86"
"0.6","Very Good","F","IF","60.1","54.0","2988","5.5","5.58","3.33"
"1.01","Fair","G","VS2","65.7","54.0","4072","6.32","6.28","4.14"
"0.38","Ideal","D","SI2","62.0","53.0","599","4.68","4.71","2.91"
"0.9","Very Good","H","VVS2","59.7","62.0","4842","6.2","6.23","3.71"
"0.41","Ideal","F","VS2","62.3","57.0","863","4.75","4.78","2.97"
"0.7","Premium","F","SI2","59.1","58.0","2362","5.85","5.83","3.45"
"1.03","Ideal","G","VS2","61.8","56.0","6557","6.47","6.5","4.01"
"0.32","Ideal","D","SI1","62.6","55.0","756","4.39","4.36","2.74"
"0.31","Good","D","SI1","63.5","58.0","571","4.27","4.3","2.72"
"0.3","Premium","F","VS1","61.0","58.0","731","4.36","4.33","2.65"
"0.32","Premium","H","VS2","60.7","60.0","648","4.41","4.39","2.67"
"0.5","Very Good","G","SI1","62.6","56.0","1197","5.06","5.1","3.18"
"0.35","Premium","F","VS1","60.5","58.0","984","4.59","4.57","2.77"
"0.54","Premium","H","VS2","61.6","58.0","1389","5.24","5.22","3.22"
"1.51","Very Good","J","SI1","61.2","62.0","6851","7.32","7.36","4.49"
"0.38","Premium","D","VS2","58.8","61.0","1117","4.77","4.72","2.79"
"0.7","Very Good","F","VS2","62.9","57.0","2473","5.59","5.63","3.53"
"1.51","Ideal","D","VS2","60.9","57.0","15776","7.42","7.45","4.53"
"0.27","Very Good","E","VVS1","62.4","55.0","591","4.18","4.22","2.62"
"2.28","Premium","J","VS2","62.4","58.0","16369","8.45","8.35","5.24"
"0.43","Very Good","G","VVS2","62.2","55.0","1056","4.81","4.84","3.0"
"0.24","Good","F","VS1","60.2","65.0","383","3.97","4.0","2.4"
"1.6","Premium","J","VS1","61.3","59.0","8870","7.49","7.52","4.6"
"1.0","Premium","G","VS2","62.0","57.0","6048","6.43","6.37","3.97"
"0.51","Premium","F","SI2","62.8","60.0","1036","5.1","5.03","3.18"
"1.01","Very Good","D","SI2","62.2","60.0","4588","6.4","6.43","3.99"
"1.26","Ideal","E","SI2","62.4","57.0","4939","6.91","6.85","4.29"
"0.42","Very Good","D","SI1","63.3","58.0","942","4.75","4.73","3.0"
"1.03","Ideal","G","SI1","60.3","58.0","5143","6.57","6.62","3.98"
"0.31","Ideal","G","IF","61.9","56.0","988","4.39","4.36","2.71"
"0.26","Ideal","F","VS2","62.1","54.0","456","4.09","4.12","2.55"
"1.04","Good","F","VS1","63.2","57.0","7399","6.41","6.44","4.06"
"0.9","Good","I","SI2","64.0","55.0","2503","6.11","6.05","3.89"
"1.01","Fair","H","VS1","61.4","66.0","5062","6.34","6.24","3.87"
"1.73","Ideal","H","SI1","62.7","56.0","11688","7.62","7.67","4.79"
"0.56","Premium","E","VVS2","59.2","56.0","2496","5.49","5.39","3.22"
"1.2","Good","D","SI2","63.7","52.0","6344","6.72","6.68","4.27"
"0.77","Good","D","VS2","63.1","57.0","3489","5.83","5.86","3.69"
"0.31","Ideal","H","VS1","61.6","54.8","557","4.35","4.37","2.69"
"0.91","Very Good","J","VS2","62.6","55.0","3299","6.17","6.19","3.87"
"1.21","Very Good","G","SI2","62.7","59.0","5308","6.66","6.74","4.2"
"0.74","Ideal","G","VVS2","60.7","56.0","3831","5.9","5.88","3.58"
"0.65","Very Good","I","IF","61.0","55.0","2332","5.65","5.73","3.47"
"1.01","Ideal","H","SI2","59.1","59.0","5828","6.58","6.61","3.9"
"2.18","Good","H","SI2","60.4","64.0","16842","8.47","8.38","5.09"
"0.9","Premium","D","SI2","63.0","58.0","3473","6.16","6.12","3.87"
"0.51","Ideal","G","VS1","61.8","56.0","1852","5.1","5.15","3.17"
"0.32","Very Good","G","VVS1","61.9","58.0","842","4.36","4.39","2.71"
"0.4","Premium","H","SI1","62.1","62.0","855","4.73","4.7","2.93"
"1.01","Premium","F","VS1","62.5","58.0","7465","6.37","6.42","4.0"
"1.5","Good","D","SI2","61.1","64.0","7722","7.26","7.35","4.46"
"0.58","Good","F","SI1","63.1","57.0","1388","5.29","5.33","3.35"
"0.53","Ideal","I","SI1","61.6","56.6","1127","5.19","5.21","3.21"
"0.27","Ideal","I","VS1","61.6","56.0","432","4.15","4.19","2.57"
"1.7","Ideal","I","VS1","62.2","55.0","12737","7.67","7.63","4.76"
"1.62","Very Good","I","VS2","62.0","60.0","9683","7.5","7.57","4.67"
"0.38","Very Good","H","VS2","61.6","56.0","710","4.68","4.71","2.89"
"0.7","Very Good","E","VS2","58.8","56.0","2473","5.79","5.84","3.42"
"0.72","Ideal","G","SI2","62.1","59.0","2139","5.71","5.76","3.56"
"1.02","Very Good","H","SI2","62.6","57.0","4341","6.42","6.46","4.03"
"0.72","Good","D","SI2","64.1","57.0","2254","5.64","5.71","3.64"
"1.13","Premium","G","VS2","60.1","59.0","6561","6.82","6.75","4.08"
"0.63","Premium","E","SI1","58.8","59.0","1846","5.68","5.62","3.32"
"1.6","Premium","D","SI2","61.9","58.0","10064","7.54","7.49","4.65"
"0.93","Premium","E","I1","62.3","60.0","2647","6.23","6.2","3.87"
"1.01","Premium","E","SI2","60.6","58.0","4044","6.47","6.53","3.94"
"0.39","Fair","E","VS2","65.4","57.0","1049","4.61","4.54","2.99"
"1.26","Ideal","G","SI1","61.3","57.0","7230","6.94","6.99","4.27"
"1.01","Premium","J","VS2","61.0","61.0","3722","6.28","6.22","3.81"
"1.2","Fair","F","I1","65.7","56.0","2622","6.65","6.58","4.35"
"0.31","Ideal","E","VS2","61.4","54.0","872","4.41","4.38","2.7"
"0.71","Ideal","D","SI1","62.3","56.0","3316","5.72","5.7","3.56"
"0.73","Ideal","F","VS2","62.5","55.0","2801","5.8","5.76","3.61"
"0.37","Ideal","E","VS2","62.5","56.0","811","4.58","4.61","2.87"
"0.35","Premium","E","VS2","60.9","59.0","767","4.54","4.56","2.77"
"0.97","Premium","H","SI1","58.0","62.0","3911","6.56","6.48","3.79"
"0.33","Ideal","G","IF","61.7","55.0","984","4.45","4.47","2.75"
"2.0","Fair","G","VS2","67.6","58.0","18515","7.65","7.61","5.16"
"0.31","Very Good","G","VVS1","62.8","53.0","816","4.34","4.36","2.73"
"0.36","Ideal","E","SI1","61.9","56.0","631","4.53","4.58","2.82"
"1.2","Very Good","J","VS2","59.9","60.0","5140","6.98","6.95","4.17"
"1.21","Good","E","I1","57.2","62.0","3144","7.01","6.95","3.99"
"0.32","Ideal","F","VS1","61.1","57.0","652","4.42","4.45","2.71"
"0.7","Good","E","SI1","63.6","62.0","2407","5.6","5.57","3.55"
"0.42","Ideal","F","SI1","60.6","57.0","773","4.84","4.9","2.95"
"0.46","Very Good","D","VS2","61.2","57.0","1321","4.96","5.0","3.05"
"0.77","Premium","I","SI1","60.4","58.0","2089","5.96","5.99","3.61"
"0.25","Good","D","VVS2","57.5","61.0","548","4.16","4.19","2.4"
"1.09","Ideal","G","VVS1","62.1","55.0","8778","6.58","6.63","4.1"
"1.08","Ideal","H","SI1","60.0","58.0","5867","6.69","6.66","4.01"
"0.42","Ideal","F","VVS2","62.1","55.0","1142","4.79","4.81","2.98"
"0.4","Ideal","G","VVS2","61.4","53.0","883","4.73","4.81","2.93"
"1.27","Premium","H","VS2","62.1","60.0","7219","6.94","6.88","4.29"
"1.46","Very Good","I","SI1","62.8","57.0","7387","7.13","7.21","4.5"
"0.32","Ideal","D","VVS2","61.7","57.0","834","4.39","4.42","2.72"
"0.38","Very Good","I","VS2","61.7","56.0","680","4.65","4.68","2.88"
"0.51","Good","G","SI2","63.6","54.0","1129","5.08","5.05","3.22"
"0.72","Very Good","I","VS1","63.7","57.0","2441","5.66","5.7","3.62"
"0.57","Premium","F","VS1","61.3","58.0","1915","5.38","5.26","3.26"
"1.16","Ideal","E","SI2","59.9","57.0","5001","6.8","6.82","4.08"
"0.31","Very Good","H","VVS1","58.5","59.0","755","4.45","4.5","2.62"
"0.95","Premium","H","SI2","58.8","60.0","3652","6.45","6.38","3.77"
"0.7","Ideal","H","VVS1","61.2","57.0","2947","5.69","5.72","3.49"
"1.15","Very Good","D","VS2","61.4","57.0","7662","6.7","6.78","4.14"
"0.3","Ideal","G","VS1","60.9","57.0","624","4.34","4.36","2.65"
"0.32","Very Good","E","VS2","61.3","57.0","656","4.38","4.41","2.69"
"0.53","Ideal","H","VS2","61.5","56.0","1427","5.21","5.26","3.22"
"1.0","Premium","G","VS2","59.3","60.0","6048","6.55","6.51","3.87"
"0.5","Very Good","E","VS2","62.8","57.0","1624","5.04","5.12","3.19"
"0.39","Ideal","G","VVS2","60.6","57.0","902","4.72","4.75","2.87"
"2.03","Premium","E","SI2","61.5","59.0","18477","8.24","8.16","5.04"
"0.34","Premium","I","VVS1","62.4","59.0","803","4.44","4.4","2.76"
"0.53","Premium","H","SI2","62.5","60.0","1015","5.16","5.18","3.23"
"2.06","Premium","G","SI1","59.3","61.0","13317","8.44","8.36","4.98"
"1.01","Very Good","H","SI2","58.9","60.0","4185","6.62","6.58","3.89"
"0.36","Ideal","E","VVS2","61.0","55.0","1131","4.6","4.62","2.81"
"2.01","Good","E","SI2","60.0","64.0","16733","8.17","8.09","4.88"
"1.0","Fair","F","SI1","66.4","57.0","4256","6.21","6.14","4.1"
"1.65","Premium","G","SI1","61.0","58.0","11864","7.66","7.62","4.66"
"0.3","Ideal","D","SI1","61.6","57.0","552","4.28","4.32","2.65"
"1.0","Ideal","G","VS2","58.9","60.0","6235","6.53","6.58","3.86"
"0.37","Premium","E","SI1","59.3","58.0","833","4.75","4.73","2.81"
"0.43","Ideal","I","VVS2","60.9","57.0","929","4.85","4.9","2.97"
"0.66","Premium","E","SI1","61.1","56.0","1708","5.68","5.62","3.45"
"0.7","Good","F","SI1","58.7","61.0","2264","5.77","5.81","3.4"
"0.33","Premium","G","VS2","62.6","58.0","579","4.41","4.44","2.77"
"0.83","Ideal","G","SI1","62.3","57.0","2800","5.99","6.08","3.76"
"0.31","Ideal","F","SI1","60.5","57.0","516","4.4","4.43","2.67"
"1.24","Premium","H","VS1","61.2","59.0","7358","6.91","6.94","4.24"
"1.57","Premium","D","SI1","62.2","59.0","11976","7.37","7.45","4.61"
"0.51","Ideal","D","VS1","60.9","57.0","1845","5.2","5.17","3.16"
"1.05","Very Good","E","SI1","59.7","57.0","6224","6.63","6.71","3.98"
"1.51","Premium","I","SI2","58.7","59.0","7292","7.53","7.49","4.41"
"0.33","Ideal","E","VS2","62.5","55.0","792","4.46","4.41","2.77"
"1.54","Premium","D","SI2","59.9","62.0","9821","7.51","7.44","4.48"
"1.12","Premium","H","SI2","61.0","56.0","4077","6.68","6.65","4.07"
"0.31","Premium","G","VS1","58.2","61.0","749","4.45","4.42","2.58"
"0.5","Fair","H","VS2","62.4","69.0","1122","5.07","4.99","3.14"
"0.42","Very Good","F","SI1","63.1","56.0","717","4.77","4.8","3.02"
"0.31","Good","E","SI1","63.4","55.0","544","4.29","4.32","2.73"
"1.07","Ideal","I","VVS1","62.3","57.0","6685","6.56","6.6","4.1"
"1.0","Good","D","IF","63.3","59.0","15928","6.33","6.37","4.02"
"1.04","Good","D","SI1","63.7","58.0","5708","6.43","6.39","4.08"
"1.0","Good","D","VS2","62.1","64.0","5174","6.38","6.35","3.95"
"0.35","Ideal","H","IF","61.7","56.0","921","4.53","4.55","2.8"
"1.81","Very Good","I","VS2","62.7","58.0","12822","7.68","7.77","4.84"
"1.52","Very Good","G","VS2","62.8","54.0","12359","7.26","7.36","4.59"
"0.31","Premium","G","SI1","60.4","58.0","593","4.42","4.39","2.66"
"0.3","Ideal","H","VVS2","62.2","57.0","590","4.26","4.29","2.66"
"0.32","Premium","J","VS1","61.7","58.0","421","4.38","4.4","2.71"
"0.32","Ideal","H","VVS2","61.2","56.0","828","4.43","4.4","2.7"
"2.18","Premium","F","SI1","61.2","60.0","18717","8.38","8.3","5.1"
"0.55","Ideal","H","VS1","62.3","56.0","1634","5.22","5.27","3.27"
"0.55","Ideal","F","VS2","61.7","57.0","1819","5.29","5.24","3.25"
"0.41","Good","F","VVS1","63.9","56.0","915","4.71","4.74","3.02"
"0.36","Ideal","F","VS1","61.6","56.0","819","4.62","4.64","2.85"
"2.08","Very Good","H","SI2","59.0","59.0","15696","8.37","8.41","4.95"
"1.2","Premium","I","VS1","62.8","56.0","6021","6.8","6.74","4.25"
"1.25","Premium","D","SI2","59.8","55.0","4543","7.07","7.01","4.21"
"0.31","Premium","G","VS1","62.4","59.0","802","4.34","4.32","2.7"
"0.41","Very Good","J","IF","63.5","54.0","1061","4.75","4.7","3.0"
"0.53","Ideal","H","SI1","62.3","57.0","1197","5.2","5.24","3.25"
"0.31","Very Good","G","VVS2","63.2","58.0","907","4.32","4.26","2.71"
"0.33","Premium","G","VS1","61.9","58.0","854","4.46","4.43","2.75"
"0.9","Very Good","F","VS1","62.4","59.0","4961","6.1","6.15","3.82"
"1.02","Very Good","D","VS2","63.2","58.0","7677","6.4","6.36","4.03"
"1.22","Premium","I","SI1","61.2","59.0","5368","6.86","6.9","4.21"
"1.0","Good","D","SI2","64.3","60.0","3965","6.22","6.19","3.99"
"1.21","Premium","F","SI2","61.5","61.0","5387","6.82","6.77","4.18"
"0.32","Very Good","H","VS2","62.7","54.0","505","4.39","4.41","2.76"
"1.06","Very Good","H","SI1","60.2","59.0","4900","6.6","6.55","3.96"
"1.11","Ideal","I","SI1","61.7","57.0","6090","6.61","6.64","4.09"
"0.31","Premium","E","VS2","61.3","60.0","680","4.32","4.39","2.67"
"0.51","Premium","G","SI1","61.4","58.0","1071","5.17","5.14","3.16"
"0.38","Ideal","G","VS1","61.3","55.8","832","4.65","4.71","2.87"
"0.42","Ideal","E","VS2","62.4","55.0","1024","4.83","4.79","3.0"
"0.72","Ideal","F","VS2","59.5","57.0","2863","5.91","5.86","3.5"
"0.23","Very Good","D","VVS1","61.7","59.0","485","3.94","3.97","2.44"
"0.41","Ideal","J","VS2","62.2","54.0","613","4.76","4.79","2.97"
"0.91","Fair","H","VVS1","56.5","67.0","4115","6.38","6.4","3.61"
"0.33","Ideal","E","VS2","60.3","57.0","928","4.54","4.51","2.73"
"0.82","Ideal","I","SI1","61.8","55.0","2959","6.0","6.03","3.72"
"0.32","Good","G","VS1","57.0","62.0","628","4.51","4.54","2.58"
"0.72","Very Good","I","SI1","63.2","57.0","2345","5.71","5.75","3.62"
"0.42","Very Good","F","SI1","63.3","56.0","926","4.79","4.75","3.02"
"1.22","Ideal","I","SI1","60.2","58.0","5807","6.96","6.9","4.17"
"0.73","Very Good","E","VS2","63.1","55.0","3066","5.77","5.71","3.62"
"1.71","Very Good","H","SI1","60.8","56.0","13169","7.77","7.73","4.71"
"0.39","Very Good","J","VS1","63.1","56.0","790","4.7","4.62","2.94"
"1.0","Good","D","SI1","60.5","60.0","5546","6.37","6.42","3.87"
"0.53","Very Good","F","SI1","61.5","59.0","1320","5.15","5.19","3.18"
"0.41","Premium","F","VVS2","61.0","59.0","1192","4.82","4.79","2.93"
"1.21","Premium","G","SI2","58.9","61.0","4976","6.98","6.91","4.09"
"1.2","Good","F","VS1","64.0","56.0","6209","6.63","6.58","4.23"
"0.58","Premium","F","VS2","61.9","57.0","2036","5.47","5.36","3.35"
"0.4","Good","E","VVS2","57.7","62.0","981","4.82","4.88","2.8"
"1.14","Ideal","H","VS2","61.1","57.0","7409","6.71","6.78","4.12"
"0.58","Ideal","H","SI1","61.9","59.0","1389","5.33","5.36","3.31"
"0.8","Ideal","E","SI1","61.5","58.0","3362","5.96","6.0","3.68"
"1.01","Ideal","F","VS1","61.7","59.0","7056","6.44","6.42","3.97"
"0.31","Ideal","D","VVS2","61.0","56.0","853","4.37","4.39","2.67"
"1.55","Premium","J","VS2","60.7","59.0","7911","7.47","7.5","4.54"
"2.0","Very Good","H","SI2","59.7","61.0","15312","8.15","8.2","4.88"
"0.33","Premium","E","VS2","62.0","59.0","723","4.39","4.41","2.73"
"1.0","Fair","F","VS1","65.0","59.0","6115","6.19","6.14","4.01"
"2.35","Premium","J","VS1","60.7","60.0","14399","8.64","8.6","5.23"
"1.11","Ideal","I","VS2","61.7","55.0","5506","6.66","6.69","4.12"
"1.53","Very Good","E","SI2","59.3","58.0","11069","7.54","7.57","4.48"
"1.22","Premium","H","SI1","62.4","58.0","6153","6.82","6.77","4.24"
"0.35","Very Good","F","VS1","61.9","56.0","760","4.5","4.53","2.79"
"0.57","Ideal","G","VS1","62.5","54.2","1943","5.29","5.31","3.31"
"0.92","Very Good","D","SI1","60.8","58.0","5779","6.24","6.27","3.8"
"1.21","Premium","J","VVS2","60.8","60.0","5572","6.86","6.88","4.18"
"0.51","Ideal","F","VS1","60.4","56.0","1680","5.18","5.21","3.14"
"1.01","Premium","E","SI1","59.2","60.0","5656","6.56","6.51","3.87"
"0.71","Very Good","D","SI1","61.7","56.0","2913","5.68","5.8","3.54"
"0.8","Very Good","H","SI1","63.0","57.0","3005","5.89","5.95","3.73"
"0.56","Ideal","I","IF","61.9","54.0","1689","5.29","5.34","3.29"
"0.73","Premium","I","VS1","60.3","58.0","2371","5.83","5.87","3.53"
"0.51","Ideal","F","VS1","60.9","56.0","2085","5.17","5.2","3.16"
"2.0","Fair","I","VS1","58.5","68.0","11322","8.26","8.15","4.8"
"0.56","Very Good","F","VS1","62.0","59.0","1712","5.3","5.34","3.3"
"0.38","Good","I","SI1","63.7","57.0","659","4.63","4.57","2.93"
"0.51","Ideal","G","VS1","62.5","57.0","1781","5.14","5.07","3.19"
"0.41","Premium","G","VS1","62.4","57.0","961","4.74","4.71","2.95"
"1.13","Ideal","G","SI2","61.3","57.0","4712","6.73","6.67","4.11"
"0.3","Ideal","G","VVS1","62.1","58.0","753","4.26","4.28","2.65"
"0.81","Premium","D","SI1","62.4","59.0","3266","5.96","5.89","3.7"
"0.7","Very Good","H","IF","62.8","56.0","2882","5.62","5.65","3.54"
"0.91","Very Good","I","VS2","62.5","58.0","3579","6.13","6.19","3.85"
"0.71","Ideal","D","SI1","61.8","56.0","3502","5.72","5.76","3.54"
"1.29","Ideal","F","SI2","61.9","55.0","7126","6.95","7.01","4.32"
"1.0","Premium","G","VVS2","61.6","61.0","7762","6.38","6.35","3.92"
"0.8","Ideal","F","SI1","60.1","60.0","3293","5.98","6.03","3.61"
"0.24","Ideal","G","VVS1","62.0","56.0","559","3.97","4.01","2.47"
"0.51","Ideal","E","VS2","62.4","57.0","1781","5.13","5.1","3.19"
"0.55","Ideal","E","VVS2","61.9","56.0","2374","5.25","5.29","3.26"
"0.7","Premium","G","SI1","59.1","59.0","2042","5.77","5.83","3.43"
"0.32","Ideal","F","VS2","62.8","57.0","828","4.36","4.33","2.73"
"0.9","Ideal","I","SI2","62.0","56.0","2948","6.2","6.16","3.83"
"1.0","Good","H","SI2","62.0","64.0","3192","6.43","6.29","3.94"
"2.01","Ideal","I","SI1","62.8","57.0","10389","8.04","7.98","5.03"
"0.67","Fair","I","VS2","57.2","70.0","1436","5.82","5.75","3.31"
"0.6","Good","G","SI1","61.3","61.2","1565","5.4","5.45","3.33"
"0.44","Premium","D","VS1","60.2","59.0","1232","4.93","4.91","2.96"
"0.34","Ideal","D","VS1","62.6","56.0","961","4.52","4.49","2.82"
"1.22","Premium","I","SI2","62.9","56.0","5165","6.84","6.79","4.29"
"0.81","Premium","H","SI2","60.0","59.0","2344","6.03","5.97","3.62"
"1.08","Ideal","I","SI2","62.3","57.0","4130","6.56","6.61","4.1"
"0.32","Ideal","H","VS2","62.0","54.0","523","4.41","4.43","2.74"
"0.71","Ideal","H","VS2","61.4","57.0","2522","5.71","5.75","3.52"
"0.3","Ideal","E","VS2","61.5","55.0","658","4.32","4.4","2.68"
"0.78","Good","E","SI2","64.0","57.0","2379","5.84","5.81","3.73"
"1.06","Premium","E","VS1","63.0","58.0","8044","6.49","6.46","4.08"
"0.4","Premium","D","SI1","61.3","60.0","990","4.75","4.71","2.9"
"0.71","Very Good","E","VS2","62.7","59.0","2830","5.65","5.7","3.56"
"0.33","Ideal","G","VS2","61.2","55.0","579","4.46","4.49","2.74"
"1.45","Fair","F","I1","64.8","67.0","4320","7.16","7.0","4.64"
"0.75","Premium","F","SI2","60.5","58.0","2394","5.91","5.86","3.56"
"2.03","Very Good","G","SI1","61.3","59.0","18257","8.08","8.11","4.96"
"0.34","Very Good","H","VVS2","61.4","58.0","686","4.46","4.5","2.75"
"1.7","Premium","I","SI2","61.7","56.0","7140","7.66","7.57","4.7"
"0.7","Very Good","G","VS2","61.3","57.0","2433","5.66","5.7","3.48"
"0.41","Ideal","D","VS1","62.1","56.0","1230","4.8","4.77","2.97"
"0.4","Very Good","F","VS1","60.4","61.0","982","4.74","4.77","2.87"
"1.01","Ideal","E","VVS1","62.0","57.0","11154","6.45","6.39","3.98"
"0.62","Ideal","G","IF","60.3","57.0","3378","5.54","5.61","3.35"
"0.7","Fair","H","SI1","65.5","57.0","1865","5.59","5.55","3.65"
"0.59","Ideal","D","IF","60.7","58.0","4161","5.45","5.49","3.32"
"0.78","Very Good","I","VVS2","61.4","56.0","2816","5.91","5.95","3.64"
"0.71","Good","D","VS2","62.3","61.0","2891","5.7","5.73","3.56"
"1.12","Premium","E","SI1","58.8","61.0","5547","6.8","6.74","3.98"
"0.32","Ideal","H","VVS1","61.6","54.0","708","4.42","4.45","2.73"
"0.31","Ideal","F","VS2","60.8","57.0","802","4.39","4.36","2.66"
"0.37","Premium","E","VS2","58.9","61.0","1041","4.68","4.66","2.75"
"0.31","Ideal","G","IF","62.1","54.0","891","4.38","4.41","2.73"
"0.6","Ideal","F","VVS2","60.9","57.0","2698","5.45","5.48","3.33"
"0.3","Ideal","H","VVS1","62.6","56.0","819","4.28","4.25","2.67"
"1.16","Very Good","G","SI1","60.7","59.0","5678","6.74","6.87","4.13"
"0.71","Ideal","F","SI2","62.2","56.0","2304","5.71","5.74","3.56"
"0.33","Premium","E","VVS2","61.3","59.0","950","4.47","4.44","2.73"
"1.51","Very Good","G","SI1","62.9","57.0","11153","7.27","7.3","4.58"
"0.9","Good","E","SI2","62.0","63.0","3218","6.09","6.14","3.79"
"1.02","Very Good","F","VVS2","60.9","56.0","9205","6.44","6.5","3.94"
"0.71","Ideal","F","SI1","61.3","57.0","2699","5.72","5.79","3.53"
"0.31","Premium","G","VS2","61.5","59.0","544","4.33","4.35","2.67"
"0.41","Ideal","F","VS2","62.6","57.0","863","4.76","4.79","2.99"
"0.71","Ideal","F","SI2","61.6","56.0","2202","5.68","5.74","3.52"
"0.5","Fair","G","VS1","66.5","58.0","1234","4.99","4.9","3.29"
"2.01","Very Good","E","SI1","62.7","57.0","17676","8.03","8.11","5.06"
"0.38","Ideal","D","VS1","62.0","57.0","882","4.69","4.7","2.91"
"0.42","Premium","H","SI1","60.5","58.0","1008","4.85","4.83","2.93"
"0.51","Ideal","E","VS1","62.7","56.0","1636","5.1","5.14","3.21"
"0.98","Very Good","H","SI2","62.2","60.0","4479","6.31","6.36","3.94"
"0.3","Very Good","H","VVS1","61.1","61.0","638","4.27","4.3","2.62"
"0.91","Very Good","G","SI2","60.4","61.0","3435","6.21","6.28","3.77"
"0.35","Ideal","F","SI1","61.5","54.0","607","4.57","4.6","2.82"
"0.5","Premium","F","VS2","60.6","61.0","1433","5.13","5.1","3.1"
"2.04","Premium","I","I1","59.3","61.0","8408","8.3","8.25","4.91"
"0.39","Ideal","G","SI1","61.0","55.0","675","4.75","4.82","2.92"
"0.31","Ideal","E","VVS2","60.8","57.0","1046","4.39","4.36","2.66"
"1.09","Premium","I","SI2","61.3","55.0","4120","6.66","6.62","4.07"
"0.31","Ideal","F","VS2","62.3","55.0","802","4.37","4.33","2.71"
"0.31","Ideal","H","VS2","62.1","55.0","513","4.34","4.36","2.7"
"0.5","Premium","F","SI2","62.3","59.0","1016","5.1","5.04","3.16"
"0.71","Very Good","E","VS1","61.8","56.0","3059","5.74","5.78","3.56"
"1.54","Premium","F","VS2","62.8","58.0","14188","7.33","7.29","4.59"
"0.3","Premium","H","SI2","60.9","59.0","473","4.35","4.32","2.64"
"0.43","Premium","D","SI1","61.0","58.0","774","4.83","4.88","2.96"
"0.32","Ideal","I","VS1","62.3","56.0","605","4.4","4.37","2.73"
"0.41","Ideal","G","SI2","61.7","56.0","648","4.79","4.81","2.96"
